area,population,area_sqkm,num_industries,num_hospitals,num_schools,avg_income,waste_per_capita,recycling_rate,temperature,humidity,day_of_week,is_weekend,total_waste,aqi,waste_type
Riverside,36515,5.085228718673785,23,6,2,56539,1.4481375994407164,43.046273201739915,27.108867540215492,36.778569402796634,3,0,61814.21931709592,500.0,Industrial Hazardous
Suburban,19476,1.2992934244563152,6,6,16,99072,0.7611153428820132,19.979149361847583,26.578033964906652,85.46186469440579,0,0,15611.30933271822,203.56376367759145,Standard Mixed
Industrial,34758,23.672863692338808,7,0,13,62088,1.7693636081050002,56.01029790661858,28.05971664303692,48.535248887347265,5,1,67368.96703993903,500.0,Standard Mixed
Industrial,47578,23.180645494814772,32,2,6,82438,1.5066281220585098,59.16314335040562,27.697260700651604,69.28380337483398,3,0,87643.16902849702,500.0,Industrial Hazardous
Suburban,31613,4.485019417171966,24,1,5,36077,2.068424893884323,20.125839079863972,23.531972400786515,31.918855093866515,3,0,71221.62619984832,500.0,Industrial Hazardous
Riverside,15901,10.489636049778126,0,4,7,45273,0.6892055147051359,35.46640917620772,32.39659075135519,56.58254595269184,0,0,12565.267399596849,178.95597098681097,Low Volume Dry
Industrial,13384,20.860389675180798,2,1,18,143968,0.8740671258825907,46.3790852742571,20.30527792296974,87.86185197081942,4,0,10932.974879678086,166.64674892975322,Standard Mixed
Suburban,19324,16.694507321110898,39,4,18,51052,2.3275840362749887,7.404560998997121,36.30822088486979,83.19051518916478,2,0,65957.23990799769,500.0,Industrial Hazardous
Residential,38063,10.172293974682491,27,4,11,87955,2.3460574491418513,42.56773823237496,19.85990290227759,43.280835251478194,1,0,91136.23627283947,500.0,Industrial Hazardous
Riverside,34914,18.732189430979066,42,3,4,33518,1.2729648862447602,54.371849064939646,25.3971849893553,82.74782015090435,5,1,54060.62635924699,500.0,Industrial Hazardous
Industrial,16642,22.477661011149678,32,6,4,27396,0.4050526006605457,10.710152836321472,20.268586142303324,47.58421007397549,3,0,6833.94381158634,193.0416359685395,Industrial Hazardous
Harbor,47574,23.190879097883766,45,9,13,104548,0.9744211509771115,50.322605479701,30.46132012545467,81.13406601526249,5,1,62922.145443239875,500.0,Industrial Hazardous
Industrial,6456,9.781815492093632,0,5,16,60077,0.8436698397268119,6.9362083602562175,26.940943514320914,73.75361580465676,2,0,5388.879153001395,83.59707898253467,Mixed Unsegregated
Residential,14428,4.752236661784063,37,1,15,31981,1.212289074388828,34.09810179253617,24.357849619378193,51.123156156546,2,0,20542.395930995313,322.51703361777925,Industrial Hazardous
Downtown,10221,22.864552025752392,26,3,3,118989,0.9991613615328927,20.36182015678792,26.87833706486959,84.64745360848411,0,0,11570.225016804052,227.267458433726,Industrial Hazardous
Downtown,11657,2.7676084235951923,37,6,7,88292,2.1237831564753993,28.30295163437249,25.531011346099383,59.116757675710545,0,0,29557.994082516463,410.049243729419,Industrial Hazardous
Commercial,35635,18.18136558509001,34,8,2,84842,0.3066792420759989,18.037931076268016,36.379138077356195,49.06164428245283,0,0,15639.126461545056,269.74027258403135,Industrial Hazardous
Industrial,7196,3.94218421408964,9,8,4,25023,1.7181900777252963,15.63236229680805,18.1066624715821,46.781151436967676,2,0,10929.848205569628,169.50153134289326,Standard Mixed
Airport,28362,10.039977939358458,11,2,6,111954,1.7613944953432954,44.58835139446419,34.82953553222791,86.34402689882405,0,0,63004.190172640956,500.0,High Volume Organic
Downtown,5690,10.58311579035317,9,0,17,144612,1.7533784656358946,13.386792885666514,31.38323959727391,75.51485943655638,1,0,11757.5221024329,175.090198096517,High Volume Organic
Residential,5163,4.389568920246043,33,8,7,41219,1.4453082971320534,24.50478265021714,23.708009433608225,50.993945810521325,2,0,8722.588970359478,188.39464714743474,Industrial Hazardous
Residential,40330,23.105695133161994,23,7,10,130862,1.6444289608415668,16.473424759009664,37.977551528886075,45.25010668031884,0,0,92931.36815402097,500.0,Industrial Hazardous
Downtown,4831,0.5653701162275135,27,6,13,103892,2.0830874853815984,14.318105047090302,19.423640516139834,42.69702254240724,3,0,10219.56307555434,203.49154288476348,Industrial Hazardous
Downtown,45148,22.39830930880745,21,5,17,37094,2.025232913114439,37.62576666124324,22.75720719391313,44.66955786193126,2,0,96615.01256558423,500.0,Industrial Hazardous
Residential,29049,22.153818425149396,44,9,12,143204,0.3761758297925029,2.7257169754813515,24.371026663461215,36.65876348621855,4,0,13159.650663049148,270.25912837945464,Industrial Hazardous
Commercial,16746,8.265609515601039,15,6,5,57853,0.36696037862207953,47.333924220222514,31.19490702726821,59.08409751630127,4,0,7324.865461000343,141.53150371697663,Low Volume Dry
Residential,26261,17.75496461204225,12,8,12,25646,2.145678588095081,32.77404383720329,38.66028362555134,32.46432969161885,2,0,75818.89888297436,500.0,High Volume Organic
Commercial,3762,6.69381832680873,35,5,0,74045,1.5644053125672384,49.70624376644035,29.836196568198773,30.690878783395505,2,0,7963.7992853302285,206.77292087397484,Industrial Hazardous
Suburban,46588,19.089952275221492,35,9,10,66925,2.4063401375922226,12.780959003887686,36.40765214066927,67.08435558821597,4,0,161793.26380050104,500.0,Industrial Hazardous
Downtown,7536,14.247433673799712,42,2,6,63927,1.2495015132162468,42.56436245043335,37.62433224315832,35.30875911891383,3,0,14207.288922444659,265.14182030009647,Industrial Hazardous
Commercial,22822,7.85552362906763,22,2,9,31991,0.6888320070706364,25.235030485909256,26.66159281592153,80.71257677538517,3,0,18453.980369524583,279.3630938764995,Industrial Hazardous
Harbor,19631,10.305751464122537,13,3,1,38978,1.3411168072531803,4.6082386299421785,26.810853169348523,36.40372671085107,3,0,29098.687680478397,359.0879950750289,Mixed Unsegregated
Commercial,5177,17.402273939840885,31,9,15,103012,1.2603974775153508,45.148583532739906,21.249943681910985,62.560139996468386,1,0,7479.920995335268,191.58065820872505,Industrial Hazardous
Riverside,8472,22.699387516272683,2,9,4,55723,1.4377902391647361,45.7312341239669,30.039662858784162,70.53021854027689,5,1,13259.540835068949,190.22506978497984,Standard Mixed
Industrial,15829,3.7027996558982283,26,7,15,44787,2.07748391452929,16.255011953429083,18.00069556660781,43.74933040304119,5,1,31910.239348261635,409.6285910674139,Industrial Hazardous
Airport,37532,14.49841725689435,18,9,15,111693,1.7422847734609075,54.962761137487036,30.858218286692065,83.29584937674133,1,0,79353.74193737388,500.0,High Volume Organic
Airport,36401,6.716365386699378,21,8,14,134045,0.7076057202786246,45.83818780600349,37.32242774078834,58.88321411492932,3,0,35452.11774059711,445.2916889600429,Industrial Hazardous
Commercial,44880,20.13362012194875,0,7,8,69092,1.915849963981135,18.405442147403363,34.01964220527452,48.91914570712393,4,0,101468.74519852811,500.0,High Volume Organic
Harbor,20993,2.2208139938022864,4,9,0,64791,1.6021716692125496,14.346536544324522,31.229709433461384,84.0677164844239,1,0,38489.933769997224,446.70488527445536,Mixed Unsegregated
Downtown,19095,17.37941685919366,48,1,8,95171,1.5722836071828992,26.405373342829755,35.96009983742765,81.50041461110536,0,0,45399.49397218661,500.0,Industrial Hazardous
Downtown,22423,4.78617733543023,32,3,10,34932,1.7921651413583974,17.567388886674678,33.245379127638195,72.57764409727724,5,1,54220.81310487231,500.0,Industrial Hazardous
Airport,47426,15.111442750879116,18,3,4,56911,1.54072400904437,13.021383234870443,28.241550226196658,47.428947042923966,1,0,84788.21236863405,500.0,Mixed Unsegregated
Airport,10235,20.974468386220956,35,1,5,147206,1.3065302199438054,23.946045433514357,28.026609245405957,53.412380379155245,4,0,16512.448993938462,283.66267070516693,Industrial Hazardous
Downtown,34957,18.999476221981148,5,7,7,143458,1.7088366221910116,1.5422533695809393,17.675078471614622,71.38400175447612,4,0,52547.77989892604,500.0,Mixed Unsegregated
Industrial,43031,18.947100748249113,14,2,14,125948,1.8921995530112654,24.08466424088291,25.86036867414991,41.11705946319048,2,0,88400.2715004269,500.0,High Volume Organic
Downtown,8227,13.187210148579178,35,1,15,121301,0.7966872742286193,13.2997576930381,28.06123649250273,59.70674831505346,4,0,8215.343029179297,196.50187884612527,Industrial Hazardous
Industrial,8264,22.32326700031817,32,6,17,123512,1.3935097673238477,15.860051218559066,26.747925597388026,74.263335760287,3,0,13586.983987916497,248.92092434790564,Industrial Hazardous
Airport,46271,14.90857735692895,23,0,11,29946,1.307979419183272,4.953197173932383,34.400346954492434,69.46277562425266,4,0,80001.48938350572,500.0,Industrial Hazardous
Commercial,28099,22.97919022946448,26,5,3,104899,0.38778719534483425,35.33590101813731,19.02405080508486,73.19598502096335,1,0,10695.682185915197,179.2972642777106,Industrial Hazardous
Residential,1318,13.889800216894232,48,2,15,34387,2.135765044132813,28.320553654358164,34.87247276536196,83.5151537966882,1,0,4153.369421871239,192.62672479752104,Industrial Hazardous
Residential,47707,12.896156293990073,10,2,10,89141,1.1302404526645335,45.037642673386735,33.54156917057077,88.09719909125288,1,0,66323.34269700391,500.0,Standard Mixed
Downtown,48345,5.947648970652705,48,4,6,69573,0.45991631304265934,59.22591751076084,37.520558179599206,57.503010762882326,4,0,34253.70470008962,492.2113530352241,Industrial Hazardous
Industrial,37789,13.847273023740023,22,2,14,135298,1.3073780135682591,7.172040508727349,24.33637481685707,33.598910760544854,3,0,54028.451439554745,500.0,Industrial Hazardous
Suburban,34392,3.944328365597976,32,3,16,61405,0.6552577734015141,16.345505337205534,19.413584725790376,80.06101940174513,5,1,23022.370325300344,359.3382249740218,Industrial Hazardous
Harbor,6160,21.807409930858864,40,2,14,29152,1.8497117121962627,40.94724768269425,33.96571467418174,37.07795599434213,3,0,15917.78372583777,287.88729825865965,Industrial Hazardous
Airport,30021,17.05935127335319,45,6,9,118434,1.5578974653688336,14.238720546087054,29.71077129452621,43.166662733285975,2,0,62917.387069254684,500.0,Industrial Hazardous
Downtown,38909,24.844068488077077,46,2,3,55415,0.8942503753514575,1.808850930984136,32.81230870647384,69.19004722124723,0,0,49205.582673522025,500.0,Industrial Hazardous
Harbor,34970,2.756386980867816,28,9,16,115879,2.391042490132143,6.588397436877928,39.91851177172913,74.74411464558207,3,0,123776.65465674874,500.0,Industrial Hazardous
Airport,18885,6.396482371209528,30,3,3,130575,0.9418397661622777,26.017615647508812,19.86349374054261,71.67883492002642,5,1,18692.9474671822,300.6588561520929,Industrial Hazardous
Airport,23796,21.99038580452041,0,1,10,133013,1.5209931953492257,25.847079127361635,25.27629013685344,56.3095316549341,5,1,36634.78420205751,410.0559493245234,Standard Mixed
Commercial,24116,10.183725444338483,33,1,3,133190,2.0634492134403084,58.338281437613475,19.817419818104224,85.08402351085672,1,0,52048.98275550238,500.0,Industrial Hazardous
Residential,26882,11.92442325455649,17,8,11,124977,1.4305630554998736,27.957002033866047,36.51557968110175,79.9317761518798,2,0,51331.73386751871,500.0,Standard Mixed
Industrial,11639,21.585971240996614,17,0,9,51848,2.413882486705627,40.6840624481096,15.424525634754936,69.82095541193486,5,1,24792.76172202116,330.0462143847785,High Volume Organic
Downtown,32560,13.28466901127383,5,0,13,63394,2.1564800473549317,29.532060102800635,18.38057795334779,56.46454094434502,3,0,62516.19945171018,500.0,Standard Mixed
Industrial,22919,5.240158310652019,39,9,17,89265,2.3262418308019712,16.195109934769597,21.19675677426939,57.82955599155956,3,0,59149.899969648184,500.0,Industrial Hazardous
Industrial,28285,22.354737827539633,0,0,5,122735,1.119945684259766,6.327063906876007,34.28308009830975,40.55799854673385,0,0,37532.24567982603,408.8627907322223,Mixed Unsegregated
Commercial,16202,1.2610105823643205,46,2,4,51455,1.506381918304769,51.54444096539381,30.711355071701213,76.78229982598285,0,0,33649.17508413201,487.5632440179769,Industrial Hazardous
Riverside,29717,22.43720855726436,41,1,1,115348,2.148365850085481,9.15976166611351,24.715308298591275,81.95780294920635,0,0,76427.62411977044,500.0,Industrial Hazardous
Commercial,39791,1.7377455534722,29,2,12,86560,2.287700075466041,5.813616955371943,18.967507579612292,79.63689965548312,3,0,92032.66682399042,500.0,Industrial Hazardous
Downtown,12897,16.81330943270314,3,4,13,111764,2.377599871530747,12.829716661742436,23.040217400655955,62.825876878591,5,1,29871.574696493997,348.3197284540992,High Volume Organic
Harbor,41379,2.256144802045699,31,8,2,125343,2.2341343852154627,0.14931835409642158,33.585506472021656,80.27646849192396,3,0,124786.04831116542,500.0,Industrial Hazardous
Harbor,35669,17.802218156144107,9,1,10,36921,1.9076607889655155,4.317908989499575,24.548792479587085,77.42453000745735,1,0,70480.2151947048,500.0,Mixed Unsegregated
Airport,27440,1.3322973726572966,42,0,3,52179,0.353272572170246,38.11180610604629,26.564883307121864,79.94155878420989,4,0,12249.523500452891,247.3110839100302,Industrial Hazardous
Harbor,42749,21.140214328914293,4,5,12,122895,0.992897588846019,14.612856411473707,30.21565037920989,88.91599984611662,0,0,48136.18010028353,500.0,Mixed Unsegregated
Commercial,28841,11.915626797784626,8,2,7,72235,0.5836598267655471,20.31072573851526,37.82218857925628,78.60000206241885,1,0,21796.911647113397,285.7179040591945,Low Volume Dry
Harbor,10567,2.789620860387509,4,6,7,52037,0.6404689229483262,50.11798529098157,21.252631683599247,46.241397942912826,1,0,6036.931309637568,106.4749567992081,Low Volume Dry
Downtown,46644,17.817076402748526,10,5,12,53275,0.9399958122423624,46.373974976332875,26.199914177740023,79.25177497756621,5,1,47241.584664410046,500.0,Standard Mixed
Residential,14324,12.487608858842181,34,6,9,56692,0.4644290058148157,29.53488606224177,22.758033623017607,52.53810635930323,2,0,7527.554324487943,192.38598220541508,Industrial Hazardous
Industrial,13944,5.17824704244835,26,4,12,28872,0.8346699871132743,36.77859949562564,26.65467312102314,60.9715330610198,1,0,13304.68090235416,230.1223225565168,Industrial Hazardous
Industrial,46147,0.8839731602737815,3,0,12,71764,2.40535344038611,5.148676706413278,32.41153894182246,77.78397162781641,0,0,129299.3207654332,500.0,High Volume Organic
Industrial,49380,10.74095736327566,9,2,16,139564,0.9862758728940306,45.695682088881476,27.05160238594283,49.00312996025989,4,0,52925.23673345549,500.0,Standard Mixed
Suburban,33807,2.5979161528491215,38,2,5,110871,0.6513687538328519,30.971488001715123,35.8634086329104,31.56498865614364,1,0,32062.868571351566,446.93263307137624,Industrial Hazardous
Airport,11474,2.807157607057311,32,6,1,106143,1.8802603969235772,34.25694611655764,28.831452483512606,73.08867138270747,3,0,26860.939832417585,398.3104047516955,Industrial Hazardous
Commercial,47114,7.049573934885583,37,2,16,72299,2.1227113301149494,39.931617926180465,24.644129297654235,84.13044718772409,3,0,117580.56939669096,500.0,Industrial Hazardous
Industrial,38883,15.946228282439396,7,4,11,148268,0.9908832691122638,30.010517946162825,34.558026651953554,85.67330689767324,1,0,47522.84833004682,500.0,Standard Mixed
Airport,29790,13.482809909743255,48,3,5,54961,0.912694083272416,31.30155781141545,25.783097575584435,77.9346110004056,0,0,33966.967822574494,485.6904909748035,Industrial Hazardous
Suburban,16516,2.190189052337675,23,3,4,44466,0.8318710053910738,29.97813520937266,27.888815903470245,86.1085714856379,5,1,16584.430032251974,276.3192094771191,Industrial Hazardous
Residential,32612,24.22656625936551,38,6,4,35762,1.1651747259460215,29.809048688614222,39.86675903610451,79.23936554215888,5,1,58850.26982142847,500.0,Industrial Hazardous
Riverside,29013,22.235632863217482,32,0,8,38930,0.49190986724556196,45.01231804249938,34.66079322749977,31.80594291679136,4,0,19613.646352193595,304.9457879557247,Industrial Hazardous
Industrial,3456,6.851024435056377,40,6,2,74213,1.772084298423654,25.632511630848004,36.378554643526854,50.9793255271732,4,0,8798.12302856192,209.8356468191264,Industrial Hazardous
Residential,8577,3.497295111072461,42,7,19,90191,2.1088979155642096,0.17359910980422777,29.82127570146784,50.16637964253759,0,0,23788.886318520177,370.98521520668976,Industrial Hazardous
Harbor,36990,23.58887018654626,18,2,4,70374,1.7601010154262797,36.723790567312925,23.705411663947622,43.14986090761222,3,0,69245.61008594863,500.0,Standard Mixed
Industrial,45327,11.797973558077146,1,2,6,76902,1.2266393177647066,57.159748495577006,39.781740328556516,77.87622180545424,3,0,72195.24983095133,500.0,Standard Mixed
Commercial,38355,8.123590636900177,10,3,11,90555,0.9357169441573263,15.417589847493895,21.10050240098776,61.20539073126608,5,1,34695.06398409176,419.283598567034,Standard Mixed
Harbor,43606,12.513771861547092,34,5,6,121878,1.200781561925462,48.97159987032999,36.82042365027115,80.17736304661048,5,1,75407.55503507105,500.0,Industrial Hazardous
Riverside,35438,19.432231541387097,16,6,9,74875,1.2324424667519474,27.329412496984805,37.78253336681536,66.08095740803263,2,0,59336.44117318801,500.0,Standard Mixed
Downtown,36659,4.625439808424835,41,0,7,59314,1.7652458226395158,38.578924194483605,35.43886952867548,65.43656073796781,1,0,94373.95845883153,500.0,Industrial Hazardous
Industrial,40210,19.303647920978026,2,3,16,72175,2.341732782431243,53.45242386764312,17.852100413828214,53.048907197743766,5,1,81470.08316991024,500.0,High Volume Organic
Downtown,18500,18.861446304379704,21,6,4,105200,0.4552902767854655,46.26081676789641,36.35282517553329,77.37617525340879,1,0,11459.259584181691,220.11356244319282,Industrial Hazardous
Suburban,14306,13.714031018601554,34,1,14,132981,2.3973779043439687,53.074403306508486,31.594448490270203,70.98549978396267,5,1,45578.86359269619,500.0,Industrial Hazardous
Commercial,48060,21.71313607436475,20,0,8,68978,2.3024428238364756,0.5711987325708634,32.020599369135766,50.325110891412265,3,0,138845.35708189194,500.0,High Volume Organic
Downtown,13309,3.7375127651615836,24,0,10,78415,0.5590110607543555,11.238899078601063,34.6632894267652,89.61439856401084,1,0,10099.252993848475,209.59612159581275,Industrial Hazardous
Harbor,15355,15.08923566330899,38,9,12,102460,0.7038870683877345,25.409664753948547,27.263433429060292,57.767351906950026,0,0,13210.37983922388,256.5007149001343,Industrial Hazardous
Commercial,42376,11.508904786294629,1,5,17,66255,0.9855103231832303,50.87050784718619,21.678930014378565,48.995411694975026,4,0,39258.77525360718,455.6848999286907,Standard Mixed
Industrial,29888,10.846156764477875,0,4,16,69662,1.5312652901234223,50.30351593041161,29.373304434136323,71.26758336685313,5,1,49808.160253642636,500.0,Standard Mixed
Commercial,6958,6.687746246103373,6,0,8,108082,0.5958476313729493,11.108419918436852,17.71688637355219,43.36844580432024,2,0,3888.6626169373776,105.63488144559426,Mixed Unsegregated
Riverside,36024,9.620851591842747,19,9,9,100366,0.7407368971981514,8.534545985743282,31.870127631524113,79.8386443476872,0,0,33240.19809880942,426.3217297067383,Mixed Unsegregated
Downtown,7353,3.149693522579811,42,2,4,98178,2.2858856466672943,50.082146111791936,27.073523368265242,70.82181469724148,0,0,21161.768571695735,354.2392020988372,Industrial Hazardous
Industrial,40977,6.664174759238217,5,6,10,108622,0.5404613876960367,32.48605764184528,27.558273773238255,82.20392122425059,0,0,23750.185790520765,292.90511147008635,Low Volume Dry
Airport,32722,7.1631451405630235,35,8,14,69496,1.1775321833065469,37.606185352174556,19.64555235048809,49.743081775215444,1,0,40724.051837727915,500.0,Industrial Hazardous
Commercial,18820,18.156362752773415,20,8,1,123483,1.9786039108491593,48.552364479934795,16.03207070013752,81.26553377598358,4,0,33143.10402658638,417.0120218258873,Standard Mixed
Commercial,29118,1.6894854666171473,45,5,19,67791,2.254882857159624,12.704787815229706,30.28174461463339,60.05586856622837,2,0,89029.1746924244,500.0,Industrial Hazardous
Commercial,46115,16.454211549696087,34,2,13,115998,1.0392936377127133,8.189087994284403,31.470773562100504,33.549376598677426,3,0,63327.46749392187,500.0,Industrial Hazardous
Downtown,17852,5.9245427899331515,35,0,4,77235,0.6617625117866457,51.542655767049354,27.457298810234548,41.65015604327094,0,0,14526.67913796187,247.0271935300276,Industrial Hazardous
Industrial,7797,2.505606894949201,7,2,5,59140,1.9214256500102356,6.706446354972197,34.14328214865964,43.05894991734744,0,0,18275.29915187904,239.38539765102425,High Volume Organic
Commercial,28440,7.869750946593136,49,9,14,130738,1.9996270690809885,5.290851041764584,29.092905606443026,76.07945857833722,0,0,76586.97475223303,500.0,Industrial Hazardous
Industrial,49524,5.999585301000768,3,1,3,129865,2.456073576933197,16.624510537002614,36.20490042093036,42.18752482766918,3,0,151221.75581502164,500.0,High Volume Organic
Downtown,3703,14.024793208076325,42,4,9,52076,0.6069920731754894,19.01093161204461,22.202964872833803,63.71503527543403,5,1,2408.5567512855732,170.22104597093104,Industrial Hazardous
Airport,39767,9.25572188447508,15,7,18,64782,1.8607259418725723,14.468121243072094,21.077708272577887,69.15252192676141,1,0,73332.16992641187,500.0,Mixed Unsegregated
Harbor,38441,24.16684668900399,2,4,8,128875,1.2180435830162415,44.49739635001294,21.52863333492094,76.4314423099033,1,0,44077.902782152065,500.0,Standard Mixed
Airport,17773,24.10696518507584,6,0,9,71632,2.3121847626483993,58.40124676757937,15.762961881583301,77.0328130792729,4,0,34316.96692929896,404.6943463425973,Standard Mixed
Airport,25868,11.371024093445868,1,2,3,126894,1.1972279455334487,11.975480563478058,37.51560181262117,73.05623136749647,1,0,39016.41381882685,439.69628595450973,Mixed Unsegregated
Industrial,12150,19.97964278617636,0,4,3,42203,1.2811128262378655,46.911131371928796,39.979664131175085,42.79102772836428,1,0,20300.630870613524,241.22325200219194,Standard Mixed
Harbor,31484,0.8250792510914383,0,6,5,133475,0.5789525160108151,2.6545326160870086,35.41306373509129,62.608158772271096,2,0,21864.08059162807,270.74100935706764,Mixed Unsegregated
Industrial,42441,13.921383825757664,37,4,7,129902,1.0060609271999357,7.134159625129262,25.314902337247602,47.410174893744966,2,0,50678.45335436654,500.0,Industrial Hazardous
Harbor,7882,18.710829721520987,6,9,15,113392,1.1818490348630253,30.907045018737744,23.8483389027791,76.505853467333,1,0,9211.37251770757,147.75311615158867,Standard Mixed
Harbor,1301,5.81510902247973,23,4,7,132026,0.33851925963127205,59.97653216953352,34.367064196696695,74.88556865250825,2,0,610.1325151422706,100.69464636731198,Industrial Hazardous
Riverside,41502,1.998708001565622,4,6,15,65642,1.262663830574224,56.961938986881876,27.74862772380553,43.7788540004684,5,1,56374.29494755971,500.0,Standard Mixed
Harbor,47165,4.320013929708169,20,7,5,146646,1.0399008127880738,6.716576410355993,38.486446244701014,68.4805633027645,4,0,68782.70954699922,500.0,Mixed Unsegregated
Commercial,48465,11.325278135759497,27,7,16,141430,2.068447418761082,14.381214962753665,21.989491135800943,33.505674140392124,1,0,106856.50887237316,500.0,Industrial Hazardous
Industrial,20233,12.906099808528419,17,6,0,29486,0.5356477495807445,56.7475109834377,23.095449660764793,76.11290502408343,2,0,11133.239809904575,193.5486428832846,Low Volume Dry
Commercial,10469,9.831685491664826,23,2,18,80595,1.9724644792303607,9.043434362138655,39.97062276788172,76.81212386271,3,0,30049.660786416574,392.8688218167888,Industrial Hazardous
Suburban,36469,11.279357292538311,31,1,17,52158,1.8708253952088152,44.56733851365992,39.45436909839118,50.82071464629493,2,0,101387.09287931919,500.0,Industrial Hazardous
Downtown,17233,12.020756510427391,44,0,16,141588,0.831921121122833,0.06648140446111395,37.129793878933754,78.37539277256491,2,0,21575.48851775556,348.3121374681486,Industrial Hazardous
Suburban,32949,19.351198209226858,32,5,16,34681,0.48319767035195366,37.90272616051035,25.11571719050289,81.49785299241346,3,0,18355.41363876129,307.7929477373845,Industrial Hazardous
Harbor,26643,3.0784265029024835,9,8,11,74790,2.1520335806625313,29.676025310563375,35.94031837566856,41.40346826827076,4,0,72427.48120855354,500.0,High Volume Organic
Industrial,26205,19.3392864454052,8,2,11,75052,0.8487460940388096,28.2615167830059,22.08483008060576,51.05370619919701,3,0,21895.80173173941,286.2874800019493,Standard Mixed
Airport,28863,17.371368906227453,48,4,5,97237,0.6202322633556161,49.75150504520368,21.368866768841144,45.66484059777571,4,0,20774.091832930626,362.66347644436723,Industrial Hazardous
Harbor,31220,18.670689832169792,32,8,6,35372,1.0898805242090226,4.84406071487588,28.660941454123627,52.46149979211262,5,1,42543.543321162455,500.0,Industrial Hazardous
Harbor,10472,18.49447545394541,32,8,7,46611,1.1819422120499146,22.639928634605905,36.50657232943893,56.81424952892173,3,0,18038.90293113218,281.6969340555968,Industrial Hazardous
Harbor,33851,12.029499487143699,6,6,2,25523,1.017393555516194,26.76231269839794,17.436830226003778,60.59812476282191,4,0,30408.625198672897,361.8204086788809,Standard Mixed
Commercial,45987,5.679304521742051,3,3,16,65793,2.448258447515293,7.435593579433,29.132647189593314,32.10622211779554,4,0,123655.40952750276,500.0,High Volume Organic
Harbor,36645,13.647408155394197,27,1,7,40233,2.2378054724519703,5.139992782460155,30.243458921826935,33.30998094713775,0,0,103057.51707551636,500.0,Industrial Hazardous
Airport,22912,23.97056031342294,22,1,10,136465,2.2205460922099953,10.77685827344013,29.49494401812285,69.31407799324228,0,0,61531.02762655713,500.0,Industrial Hazardous
Industrial,24578,14.91887919413741,31,3,19,44955,1.177288699145694,14.462863498788252,20.462431851440762,56.564483343258416,2,0,30302.249105764848,414.33982385287806,Industrial Hazardous
Commercial,23080,0.7706550577130514,43,0,17,89299,2.4183132074246854,57.96363464743211,16.60322861882843,35.38425606395812,3,0,56275.19583916707,500.0,Industrial Hazardous
Riverside,15355,1.9629171694715706,15,3,15,67524,1.804833651841735,28.536822675100964,37.37479693304961,53.1737948732736,4,0,37111.515285248934,454.82617245578285,High Volume Organic
Industrial,36669,24.82515412328703,45,5,12,131795,2.130388271151169,30.617341960351528,29.36281012965857,58.52969367934043,0,0,104111.89576737682,500.0,Industrial Hazardous
Suburban,46904,2.262685801366289,9,5,8,62621,1.4019252751195967,42.419892297644154,34.1976108301381,68.13540618023198,2,0,81671.40795879436,500.0,Standard Mixed
Riverside,20069,1.6281064211000147,13,6,18,104978,0.6533580450385752,41.056007868215424,24.110925032454492,37.09980389049618,2,0,13861.956960882904,220.49805051812226,Low Volume Dry
Industrial,49006,9.149094599287057,38,4,6,111418,2.2511481109662883,30.166644126777943,16.06255675033752,89.68825887403386,2,0,107660.01401601873,500.0,Industrial Hazardous
Commercial,26238,24.248271480098747,35,8,16,88001,1.3701388266187837,20.390303651070553,21.48913272962684,58.48233213634276,0,0,39066.030868910035,500.0,Industrial Hazardous
Airport,7272,8.30754126645521,33,1,7,89987,2.4308207999874334,19.863101615246375,16.834141484513506,70.8474344480326,5,1,17344.038839521065,276.7856434667178,Industrial Hazardous
Commercial,25374,10.542161206444131,23,1,7,101597,0.8606942250855538,3.462644033370672,16.95603126203171,84.49309033025267,1,0,20613.707903748647,304.753554542462,Industrial Hazardous
Downtown,20231,16.034887999609857,17,3,2,20015,2.4832337811486935,53.977808356345534,20.361483620702945,31.909401844284403,5,1,49697.27675003991,500.0,High Volume Organic
Downtown,10631,1.0907400634967466,15,3,15,24410,0.7893343003387279,46.1636714236054,30.839453356874337,66.08153869151923,5,1,10020.545878626555,195.33577916397348,Standard Mixed
Residential,1288,22.495207649220106,40,3,11,38964,1.1099668676516328,37.40059447808966,35.444272974249756,62.421344488837185,2,0,2167.821901771588,158.2566270081859,Industrial Hazardous
Harbor,16684,13.226353930083587,36,0,14,90671,1.6068363504348373,23.76490459285346,35.53392577318257,33.44440807837919,1,0,38469.74533795804,499.8314081993305,Industrial Hazardous
Industrial,31397,11.936867197099419,40,3,3,134128,1.8253107302058893,34.947943839052634,38.44391322336632,71.58166468981352,1,0,86991.98936018496,500.0,Industrial Hazardous
Suburban,3389,21.587803224062444,24,4,6,148462,1.884620771814096,29.105388298115972,31.409539925357265,43.246942828940306,1,0,8125.973959655727,171.0372667740495,Industrial Hazardous
Industrial,10069,23.850376439271518,7,8,10,93484,1.3477552996410997,16.43609870873304,15.496523539639727,72.11289520570585,2,0,11556.761891058397,181.74473490571827,Standard Mixed
Residential,22157,10.873918175347452,23,2,4,137280,0.4690193051010242,17.914364802482062,24.435060877857808,51.75775050222086,4,0,11558.305356346093,206.87294181704806,Industrial Hazardous
Airport,10641,4.7248064426841525,19,2,12,90325,1.391305933775423,52.468782387363305,17.786511171857263,76.20757205988541,1,0,13856.413383033307,236.58469067601683,Standard Mixed
